,text
,आज़ादी का फैसला अगर क्रिकेट खेलकर होना होता तो आज हमलोग इंग्लैण्ड पर राज कर रहे होते 😂
,पिछले मैच में इंग्लिश टीम ने आइसीसी के पास शिकायत की थीआज तो उसे सीधे मानवाधिकार आयोग के पास जाना पड़ेगा
,अब इंग्लैंड वालों को दुगुना लगान देना पड़ेगा 😂
,विदेश भागने वालों की संपत्ति जब्त कर ली जायेगी कहकर जेटलीजी ने अपने अंदाज़ में मोदीजी को ट्रोल किया है
,बजट में राजनीतिक पार्टियों को कैश चंदे की लिमिट दो हजार कर दी गयी हैइसे मोदी सरकार द्वारा केजरीवालजी पर व्यक्तिगत हमला माना जाना चाहिये
,तीन लाख रुपये से ज्यादा के कैश लेन  देन पर रोक लगा दी गयी हैइसका मतलब है कि शरद पवारजी अब अपने ड्राइवर  रसोइये को पुरे पैसे भी नही दे पाएंगे
,हर साल बजट में ट्रेन शौचालयों का जिक्र जरूर आता हैमगर डेढ़ फुट की जंजीर से बंधा लाचार  असहाय मग्गा वर्षों से उसी तरह उपेक्षित पड़ा है
,संजय लीला भंसाली को समझना चाहिए की पूरा देश दिल्ली की तरह नहीं है जो थप्पड़ खाने वाले को हिट करा दे
,यूपी को ये साथ पसंद है कि तर्ज पर केजरीवालजी भी अपना नारा दे सकते हैंपंजाब को ये घाघ पसंद है
,प्रिंस अल जायद काफी टेंशन में हैं कहीं मोदीजी उन्हें घर तक छोड़ने के बहाने अबु धाबी ना पहुँच जाएँ
,सबसे पहले मुख्यमंत्री उम्मीदवार घोषित करने वाली कांग्रेस को चुनाव लड़ने के लिए १०५  सीटें ही दी गयी है
,यूपी चुनावों में कम सीटों पे चुनाव लड़ने का कांग्रेस को फायदा ये होगा कि अब वो कम ही जगहों पे हार पाएगी
,उत्तर प्रदेश चुनाव में कांग्रेस सौ से ज्यादा सीटों की मांग कर रही हैमुद्दा ये है कि पार्टी चुनाव लड़ने के लिए इतने उम्मीदवार लाएगी कहाँ से
,एन डी तिवारी को पार्टी में शामिल करने का बीजेपी को फायदा ये होगा कि अब पार्टी खुद का वोट बैंक पैदा भी कर पाएगी
,सिद्धू ने एक बार कहा था कि कांग्रेस मुन्नी से भी ज्यादा बदनाम हैऔर लोलुपता ऐसी है कि अब वे उसी मुन्नी के कोठे पर तबला बजायेंगे
,नवजोत सिंह सिद्धू राहुल गांधी की पार्टी में शामिल हो गए हैंअसली मुकाबला तो तब होगा जब कपिल शर्मा भी केजरीवालजी की पार्टी ज्वाइन कर लें
,दो भाई कुम्भ के मेले में बिछड़े एक विदेश चला गया एक कुम्भ में ही रह गया 
,सरजी दिन भर मोदी  मोदी रटने से कोई मोदी नहीं बन जाता उसके लिए काम भी करना पड़ता है
,खबर है कि पाकिस्तान ने स्टूडियो मे ही मिसाइल का फर्जी वीडियो बना लियासब ठीक रहा तो एक दिन पाकिस्तानियो को भरपेट खाना खाते हुए भी दिखलायेंगे
,पहले केजरीवाल पर जूता फेंका गया था और अब प्रकाश सिंह बादल परजूते  जूते पर लिखा है खाने वाले का नाम
